StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
VIC,321,Fraser,40783,PATEL,Satish,4,N,N,LP,Liberal,12703,686,22,915,3807,18133,-7.64
VIC,321,Fraser,41004,DUFF,Jasmine,5,N,N,VNS,Victorian Socialists,5525,239,22,216,707,6709,1.61
VIC,321,Fraser,40859,MULINO,Daniel,6,N,Y,ALP,Australian Labor Party,33422,1559,64,1709,9035,45789,0.5
VIC,321,Fraser,999,Informal,Informal,999,N,N,NA,Informal,3343,219,13,243,401,4219,-0.67
VIC,212,Gellibrand,40836,WATTS,Tim,1,N,Y,ALP,Australian Labor Party,38835,1529,71,1281,7280,48996,3.8
VIC,212,Gellibrand,41537,BENNETT,Stephen,2,N,N,ON,Pauline Hanson's One Nation,4550,244,5,230,1254,6283,2.87
VIC,212,Gellibrand,40755,REESON,Ben,3,N,N,LP,Liberal,21494,760,27,764,4473,27518,-1.03
VIC,212,Gellibrand,41121,KRISHNA PANDI,Ponraj,4,N,N,GRN,The Greens,14640,785,26,576,1892,17919,1.47
VIC,212,Gellibrand,41577,GARCIA,Jo,5,N,N,FFP,Family First,3347,192,5,124,736,4404,4.19
VIC,212,Gellibrand,999,Informal,Informal,999,N,N,NA,Informal,2956,165,9,85,306,3521,-1.73
