StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
NSW,130,Lyne,41951,PENFOLD,Alison,5,N,N,NP,The Nationals,34651,489,13,755,3723,39631,-7.28
NSW,130,Lyne,41973,MILLER,Jeremy,6,N,N,IND,Independent,15130,261,12,321,1228,16952,15.5
NSW,130,Lyne,41839,MASTERS,David,7,N,N,FFP,Family First,1387,80,1,63,130,1661,1.52
NSW,130,Lyne,41928,MANLEY,Keys,8,N,N,HMP,Legalise Cannabis Party,5208,306,6,175,307,6002,5.49
NSW,130,Lyne,40872,BURKE,Stephen John,9,N,N,CEC,Citizens Party,368,25,1,10,45,449,0.41
NSW,130,Lyne,41852,HORNSHAW,Mark Alexander,10,N,N,LTP,Libertarian,3589,147,7,116,311,4170,3.81
NSW,130,Lyne,999,Informal,Informal,999,N,N,NA,Informal,9902,352,10,254,436,10954,2.51
NSW,131,Macarthur,41482,SCOTT,Frankie,1,N,N,GRN,The Greens,10163,626,15,247,953,12004,4.96
NSW,131,Macarthur,41864,PALMER,Edward,2,N,N,SOPA,FUSION | Planet Rescue | Whistleblower Protection | Innovation,1133,75,1,40,140,1389,1.48
NSW,131,Macarthur,41396,FREELANDER,Mike,3,N,Y,ALP,Labor,38441,1311,46,936,4498,45232,1.34
NSW,131,Macarthur,41747,HARVEY,Connie,4,N,N,LTP,Libertarian,2215,68,2,40,143,2468,2.63
NSW,131,Macarthur,41875,GROGAN,Gregory,5,N,N,ON,Pauline Hanson's One Nation,5922,307,3,239,943,7414,-0.08
NSW,131,Macarthur,41476,PAUDEL,Binod,6,N,N,LP,Liberal,18017,704,21,517,2356,21615,-6.27
NSW,131,Macarthur,41800,CHARLESWORTH,Graham Ernest,7,N,N,FFP,Family First,3046,200,2,98,352,3698,3.94
NSW,131,Macarthur,999,Informal,Informal,999,N,N,NA,Informal,8876,375,9,144,497,9901,2.17
NSW,132,Mackellar,41968,COTTON,Lisa,1,N,N,IND,Independent,1892,120,3,79,204,2298,2.06
NSW,132,Mackellar,42046,HAYMAN,Brad,2,N,N,ON,Pauline Hanson's One Nation,2291,117,1,108,311,2828,-0.13
NSW,132,Mackellar,41629,HRNJAK,Ethan,3,N,N,GRN,The Greens,5663,406,2,279,507,6857,-0.21
NSW,132,Mackellar,41863,ADDISON,Justin,4,N,N,LTP,Libertarian,1695,80,3,42,131,1951,1.74
NSW,132,Mackellar,41702,ROBERTSON,Amber,5,N,N,CYA,Trumpet of Patriots,1291,70,3,59,168,1591,1.42
NSW,132,Mackellar,41830,BROWN,James,6,N,N,LP,Liberal,33070,755,27,765,5033,39650,-5.05
NSW,132,Mackellar,40647,SINGH,Mandeep,7,N,N,IND,Independent,552,25,0,20,110,707,0.63
NSW,132,Mackellar,37450,SCAMPS,Sophie,8,N,Y,IND,Independent,36895,856,35,954,3694,42434,4.23
NSW,132,Mackellar,41402,QUINN,Jeffrey,9,N,N,ALP,Labor,11088,499,9,413,1483,13492,3.7
NSW,132,Mackellar,999,Informal,Informal,999,N,N,NA,Informal,7940,302,7,190,489,8928,3.63
NSW,133,Macquarie,41882,JACOBSON,Matthew,1,N,N,ON,Pauline Hanson's One Nation,7822,402,13,313,1048,9598,3.57
NSW,133,Macquarie,41490,CREED,Mike,2,N,N,LP,Liberal,29338,691,43,806,3759,34637,-4.32
NSW,133,Macquarie,41873,DE LIMA,Joaquim Eduardo,3,N,N,LTP,Libertarian,1540,55,3,51,170,1819,1.66
NSW,133,Macquarie,41602,MORGAN,Terry,4,N,N,GRN,The Greens,11645,469,18,490,1050,13672,2.99
NSW,133,Macquarie,41425,TEMPLEMAN,Susan,5,N,Y,ALP,Labor,40016,891,69,1228,4564,46768,0.82
NSW,133,Macquarie,41801,BOWEN,Roger Gerard,6,N,N,FFP,Family First,2743,135,9,77,261,3225,2.94
NSW,133,Macquarie,999,Informal,Informal,999,N,N,NA,Informal,4138,180,8,79,342,4747,-0.89
NSW,315,McMahon,41884,JANICSKA,Melissa,1,N,N,ON,Pauline Hanson's One Nation,6557,512,5,265,1210,8549,3.7
NSW,315,McMahon,41484,LAZAR,Carmen,2,N,N,LP,Liberal,21376,976,14,709,3137,26212,-1.32
NSW,315,McMahon,41416,BOWEN,Chris,3,N,Y,ALP,Labor,37235,1740,33,1097,4426,44531,-3
NSW,315,McMahon,42062,CAMENZULI,Matthew,4,N,N,IND,Independent,8259,333,8,143,860,9603,9.81
NSW,315,McMahon,41608,HAMMOND,Ben,5,N,N,GRN,The Greens,7179,631,3,340,797,8950,3.05
NSW,315,McMahon,999,Informal,Informal,999,N,N,NA,Informal,10428,472,14,171,459,11544,0.78
NSW,134,Mitchell,41609,SPEECHLY,Ben,1,N,N,GRN,The Greens,12355,642,17,484,1546,15044,1.75
NSW,134,Mitchell,41487,HAWKE,Alex,2,Y,Y,LP,Liberal,40688,1267,34,1140,7629,50758,-6.07
NSW,134,Mitchell,41886,McCREANOR,Brendan,3,N,N,ON,Pauline Hanson's One Nation,3619,233,7,139,682,4680,1.32
NSW,134,Mitchell,41420,BIRCAN,Dilvan,4,N,N,ALP,Labor,29925,1059,34,1039,4338,36395,7.62
NSW,134,Mitchell,41699,CROCKER,Mark,5,N,N,CYA,Trumpet of Patriots,2091,123,1,84,375,2674,2.42
NSW,134,Mitchell,999,Informal,Informal,999,N,N,NA,Informal,5247,253,8,114,533,6155,0.99
NSW,135,New England,41945,JOYCE,Barnaby,1,N,Y,NP,The Nationals,52902,795,29,1532,4467,59725,1.44
NSW,135,New England,41622,WALES,Wendy,2,N,N,GRN,The Greens,7818,291,12,335,566,9022,0.38
NSW,135,New England,33409,LEDGER,Natasha,3,N,N,IND,Independent,3627,93,3,162,357,4242,1.21
NSW,135,New England,41423,HUGHES,Laura,4,N,N,ALP,Labor,20697,429,18,651,1435,23230,0.36
NSW,135,New England,41805,MASTERS,Holly,5,N,N,FFP,Family First,3241,100,4,114,189,3648,3.19
NSW,135,New England,41681,JUCHAU,Todd Charles,6,N,N,CYA,Trumpet of Patriots,2732,84,2,96,204,3118,2.73
NSW,135,New England,41894,LARKHAM,Brent,7,N,N,ON,Pauline Hanson's One Nation,9997,253,5,352,775,11382,4.69
NSW,135,New England,999,Informal,Informal,999,N,N,NA,Informal,5409,119,5,102,165,5800,-1.65
NSW,136,Newcastle,41695,STEFANAC,Jennifer,1,N,N,CYA,Trumpet of Patriots,3258,193,8,99,317,3875,2.54
NSW,136,Newcastle,42049,O'BRIEN,Steve,2,N,N,SAL,Socialist Alliance,1419,65,0,49,132,1665,1.54
NSW,136,Newcastle,41620,McCABE,Charlotte,3,N,N,GRN,The Greens,21075,865,38,659,1416,24053,2.18
NSW,136,Newcastle,41488,McPHEE,Asarri,4,N,N,LP,Liberal,17379,545,23,547,2229,20723,-5.17
NSW,136,Newcastle,41422,CLAYDON,Sharon,5,N,Y,ALP,Labor,41479,1247,60,1184,5078,49048,1.19
NSW,136,Newcastle,41807,BRIGGS,Jason,6,N,N,FFP,Family First,1953,113,1,78,179,2324,2.14
NSW,136,Newcastle,41993,CREECH,Robert,7,N,N,NAFD,NA,743,38,1,29,80,891,0.82
NSW,136,Newcastle,41893,HEYNE,Phillip,8,N,N,ON,Pauline Hanson's One Nation,4772,258,6,169,603,5808,0.84
NSW,136,Newcastle,999,Informal,Informal,999,N,N,NA,Informal,7133,309,10,175,401,8028,1.47
NSW,138,Page,42084,WELLS,Richard,1,N,N,IND,Independent,1900,102,3,132,134,2271,2.11
NSW,138,Page,41692,PIKE,Donna Lee,2,N,N,CYA,Trumpet of Patriots,2520,90,4,133,193,2940,1.97
NSW,138,Page,41431,BACKHOUS,Wendy,3,N,N,ALP,Labor,20357,456,23,811,2053,23700,3.43
NSW,138,Page,41949,HOGAN,Kevin,4,N,Y,NP,The Nationals,41897,589,29,1271,4257,48043,-0.82
NSW,138,Page,40865,BAKER,Jennifer,5,N,N,CEC,Citizens Party,645,21,1,25,52,744,0.69
NSW,138,Page,41623,ROBINSON,Luke,6,N,N,GRN,The Greens,14069,476,13,608,1131,16297,6.71
NSW,138,Page,41865,WILLIAMS,Brenton,7,N,N,LTP,Libertarian,1234,55,0,87,128,1504,1.4
NSW,138,Page,41840,GRADY,Andrew,8,N,N,FFP,Family First,1947,61,1,97,137,2243,2.08
NSW,138,Page,41974,COLLESS,Jordan,9,N,N,IND,Independent,1188,58,1,53,138,1438,1.34
NSW,138,Page,41896,NOTTLE,Peter,10,N,N,ON,Pauline Hanson's One Nation,5083,146,4,271,633,6137,0.31
NSW,138,Page,41831,PIANCA,Josh,11,N,N,ASP,"Shooters, Fishers and Farmers Party",1980,78,0,92,206,2356,2.19
NSW,138,Page,999,Informal,Informal,999,N,N,NA,Informal,10139,246,20,297,332,11034,2.36
NSW,139,Parkes,41914,CARTER,Mark,1,N,N,ON,Pauline Hanson's One Nation,12312,400,6,518,1102,14338,5.94
NSW,139,Parkes,41846,POPE,Stephen,2,N,N,ASP,"Shooters, Fishers and Farmers Party",5680,232,1,276,579,6768,4.35
NSW,139,Parkes,41621,FRAIL,Trish,3,N,N,GRN,The Greens,5494,241,6,289,384,6414,1.37
NSW,139,Parkes,41686,VAN DER STEEN,Petrus,4,N,N,CYA,Trumpet of Patriots,2234,72,0,91,165,2562,2.44
NSW,139,Parkes,42085,WILSON,Bob,5,N,N,IAP,Indigenous - Aboriginal Party of Australia,2726,155,2,123,121,3127,-1.2
NSW,139,Parkes,41429,FELL,Nathan,6,N,N,ALP,Labor,18124,455,10,702,1335,20626,0.13
NSW,139,Parkes,41950,CHAFFEY,Jamie,7,N,N,NP,The Nationals,36283,670,12,1056,3890,41911,-9.04
NSW,139,Parkes,41820,DAVEY,Maurice,8,N,N,FFP,Family First,2408,58,0,65,160,2691,2.56
NSW,139,Parkes,36058,HOWE,Stuart,9,N,N,IND,Independent,2192,68,5,101,237,2603,0.44
NSW,139,Parkes,41844,EDWARDS,Sally,10,N,N,LTP,Libertarian,3324,113,2,176,275,3890,3.71
NSW,139,Parkes,999,Informal,Informal,999,N,N,NA,Informal,11092,235,3,229,251,11810,2.4
NSW,140,Parramatta,41691,LOKE,Ganesh,1,N,N,CYA,Trumpet of Patriots,1784,187,1,135,337,2444,2.5
NSW,140,Parramatta,41872,SOMERSON,Ben,2,N,N,LTP,Libertarian,1183,90,2,64,184,1523,1.57
NSW,140,Parramatta,41631,TILLY,Liz,3,N,N,GRN,The Greens,9241,656,24,432,1407,11760,2.55
NSW,140,Parramatta,42020,QUINN,Tanya-lee,4,N,N,IND,Independent,1041,89,0,74,300,1504,1.55
NSW,140,Parramatta,41424,CHARLTON,Andrew,5,N,Y,ALP,Labor,36862,1534,46,1429,6556,46427,7.62
NSW,140,Parramatta,40610,MALINI,Maa,6,N,N,IND,Independent,765,75,1,49,126,1016,1.05
NSW,140,Parramatta,41483,MULLENS,Katie,7,N,N,LP,Liberal,22733,991,24,832,5277,29857,-6.1
NSW,140,Parramatta,41899,MATZEN,Nicholas,8,N,N,ON,Pauline Hanson's One Nation,1850,168,5,123,526,2672,0.49
NSW,140,Parramatta,999,Informal,Informal,999,N,N,NA,Informal,7896,484,13,252,846,9491,1.15
NSW,249,Paterson,42100,HOLDING,Rod,1,N,N,IND,Independent,1128,85,0,47,114,1374,1.26
NSW,249,Paterson,41427,SWANSON,Meryl,2,N,Y,ALP,Labor,34328,915,21,761,4221,40246,-3.05
NSW,249,Paterson,42050,WITHER,Arnon,3,N,N,ON,Pauline Hanson's One Nation,6983,241,7,223,828,8282,-0.27
NSW,249,Paterson,41752,PENFOLD,Philip,4,N,N,IND,Independent,9320,185,8,166,903,10582,9.73
NSW,249,Paterson,41625,JOHNS,Paul,5,N,N,GRN,The Greens,7082,349,9,191,610,8241,-0.09
NSW,249,Paterson,41521,ANTCLIFF,Laurence,6,N,N,LP,Liberal,25461,454,14,602,3071,29602,-10.36
NSW,249,Paterson,41811,BRIGGS,Sandra Lyn,7,N,N,FFP,Family First,1899,76,4,58,173,2210,2.03
NSW,249,Paterson,42098,SCOTT,April Maree,8,N,N,IND,Independent,1020,41,3,33,127,1224,1.13
NSW,249,Paterson,41687,ARENA,Peter N,9,N,N,CYA,Trumpet of Patriots,2281,118,4,80,297,2780,2.56
NSW,249,Paterson,41927,DRYDEN,Daniel,10,N,N,HMP,Legalise Cannabis Party,3516,291,5,120,302,4234,3.89
NSW,249,Paterson,999,Informal,Informal,999,N,N,NA,Informal,8914,332,3,172,409,9830,3.31
NSW,144,Reid,41633,SOMERVILLE,Joanna,1,N,N,GRN,The Greens,9166,700,25,500,1287,11678,2.14
NSW,144,Reid,41514,CHUNG,Grange,2,N,N,LP,Liberal,25559,883,26,927,4764,32159,-6.2
NSW,144,Reid,41693,SARIKAYA,David,3,N,N,CYA,Trumpet of Patriots,1200,108,3,62,220,1593,1.57
NSW,144,Reid,41892,INGROUILLE,Gina,4,N,N,ON,Pauline Hanson's One Nation,1752,129,4,115,352,2352,0.28
NSW,144,Reid,41434,SITOU,Sally,5,Y,Y,ALP,Labor,39856,1459,81,1613,6380,49389,7.05
NSW,144,Reid,41975,MEAD,Clinton,6,N,N,LTP,Libertarian,959,65,1,52,158,1235,1.22
NSW,144,Reid,40614,COMMERFORD,Steven,7,N,N,IND,Independent,2382,135,5,112,450,3084,3.04
NSW,144,Reid,999,Informal,Informal,999,N,N,NA,Informal,5511,281,7,160,565,6524,-0.45
NSW,145,Richmond,41348,NOLAN,Mandy,1,N,N,GRN,The Greens,24423,538,34,1112,1683,27790,1.2
NSW,145,Richmond,41432,ELLIOT,Justine,2,N,Y,ALP,Labor,27387,458,23,1125,2906,31899,1.59
NSW,145,Richmond,41972,LOUGHREY,Kevin,3,N,N,IND,Independent,1471,36,2,84,163,1756,1.67
NSW,145,Richmond,41907,MYE,Ian,4,N,N,ON,Pauline Hanson's One Nation,4722,105,6,262,619,5714,1.36
NSW,145,Richmond,42068,McMAHON,Vivian Mac,5,N,N,HMP,Legalise Cannabis Party,3400,135,3,202,257,3997,3.81
NSW,145,Richmond,41700,PETERKIN,Phillip Byron,6,N,N,CYA,Trumpet of Patriots,1683,64,4,133,172,2056,1.96
NSW,145,Richmond,41958,HONE,Kimberly,7,N,N,NP,The Nationals,22315,207,11,606,2653,25792,1.22
NSW,145,Richmond,41674,WILLIS,Ian Cherry,8,N,N,LTP,Libertarian,1344,55,0,113,111,1623,1.55
NSW,145,Richmond,41986,McKENZIE,James Ian,9,N,N,IND,Independent,817,25,0,50,84,976,0.93
NSW,145,Richmond,42073,CURTIN,Richard,10,N,N,GRPF,Gerard Rennick People First,2896,73,4,147,245,3365,3.21
NSW,145,Richmond,999,Informal,Informal,999,N,N,NA,Informal,7771,198,6,265,338,8578,0.63
NSW,250,Riverina,41895,CRAIG,Mark,1,N,N,ON,Pauline Hanson's One Nation,8842,288,9,490,814,10443,2.5
NSW,250,Riverina,41643,GREGORY,Desiree,2,N,N,ASP,"Shooters, Fishers and Farmers Party",3533,148,3,191,365,4240,-0.07
NSW,250,Riverina,41814,BURGE,Mark,3,N,N,FFP,Family First,1844,76,3,96,143,2162,2.04
NSW,250,Riverina,41977,BAIKIE,Barbara,4,N,N,IND,Independent,1508,45,0,115,200,1868,1.76
NSW,250,Riverina,41445,JEFFRESON,Mark,5,N,N,ALP,Labor,16641,369,17,913,1568,19508,-6.52
NSW,250,Riverina,42086,HARDWICK,Grant,6,N,N,IND,Independent,1635,34,2,72,124,1867,1.76
NSW,250,Riverina,40907,FOLEY,Richard,7,N,N,CEC,Citizens Party,2091,23,1,43,97,2255,2.13
NSW,250,Riverina,41639,VALXORI,Pheonix,8,N,N,GRN,The Greens,3900,154,10,356,348,4768,-2.24
NSW,250,Riverina,40626,GOODEN,James,9,N,N,IND,Independent,4644,44,2,91,329,5110,4.82
NSW,250,Riverina,40901,DAVIS,Jake,10,N,N,IND,Independent,1664,27,1,47,80,1819,1.72
NSW,250,Riverina,41954,McCORMACK,Michael,11,N,Y,NP,The Nationals,37364,536,23,1158,3589,42670,5.88
NSW,250,Riverina,42044,ROLFE,Jenny,12,N,N,IND,Independent,6207,60,1,188,456,6912,6.52
NSW,250,Riverina,41870,ONLEY,Christine,13,N,N,LTP,Libertarian,1920,79,1,134,215,2349,2.22
NSW,250,Riverina,999,Informal,Informal,999,N,N,NA,Informal,12354,302,7,279,368,13310,4.1
NSW,146,Robertson,41903,LLOYD,Matt,1,N,N,ON,Pauline Hanson's One Nation,5809,300,12,220,704,7045,3.1
NSW,146,Robertson,41635,WALLACE,Cheryl,2,N,N,GRN,The Greens,7591,443,19,324,748,9125,-1.03
NSW,146,Robertson,41491,WICKS,Lucy,3,N,N,LP,Liberal,25112,682,29,835,4175,30833,-9.59
NSW,146,Robertson,41926,LILLICRAP,Tom,4,N,N,HMP,Legalise Cannabis Party,2850,245,6,120,285,3506,3.45
NSW,146,Robertson,40729,BELLAMY,Lisa,5,N,N,IND,Independent,2793,116,2,90,379,3380,3.33
NSW,146,Robertson,41690,BORG,David,6,N,N,CYA,Trumpet of Patriots,1786,95,1,79,237,2198,1.94
NSW,146,Robertson,41417,REID,Gordon,7,N,Y,ALP,Labor,38197,963,44,1131,5075,45410,7.1
NSW,146,Robertson,999,Informal,Informal,999,N,N,NA,Informal,4259,188,7,109,281,4844,-1.56
NSW,148,Shortland,41861,ROBERTSON,Geoffrey Mark,1,N,N,LTP,Libertarian,1376,117,2,61,180,1736,1.61
NSW,148,Shortland,40672,PHEILS,James,2,N,N,IND,Independent,3992,199,2,126,492,4811,4.45
NSW,148,Shortland,41347,CONROY,Pat,3,N,Y,ALP,Labor,40056,1240,32,846,6047,48221,4.42
NSW,148,Shortland,41908,REED,Barry,4,N,N,ON,Pauline Hanson's One Nation,8114,389,6,268,1053,9830,2.67
NSW,148,Shortland,41825,DI GIROLAMO,Pietro,5,N,N,FFP,Family First,2538,121,4,60,245,2968,2.74
NSW,148,Shortland,41545,KING,Emma,6,N,N,LP,Liberal,23763,597,16,531,3421,28328,-4.98
NSW,148,Shortland,41632,DOYLE,Therese,7,N,N,GRN,The Greens,10350,687,14,319,895,12265,1.43
NSW,148,Shortland,999,Informal,Informal,999,N,N,NA,Informal,5913,270,5,109,378,6675,-0.32
NSW,149,Sydney,41342,PLIBERSEK,Tanya,1,N,Y,ALP,Labor,47214,2764,100,3100,6025,59203,4.12
NSW,149,Sydney,41984,EVANS,Rachel,2,N,N,SAL,Socialist Alliance,1912,137,9,129,191,2378,0.97
NSW,149,Sydney,41561,XU,Alex,3,N,N,LP,Liberal,14285,1046,18,1168,2358,18875,-1.77
NSW,149,Sydney,41910,TORBARAC,Vedran,4,N,N,ON,Pauline Hanson's One Nation,2801,252,5,221,417,3696,1.67
NSW,149,Sydney,41638,VELEZ,Luc,5,N,N,GRN,The Greens,18468,1502,39,1328,1822,23159,-1.14
NSW,149,Sydney,999,Informal,Informal,999,N,N,NA,Informal,3399,227,5,177,325,4133,0.29
NSW,151,Warringah,32467,STEGGALL,Zali,1,N,Y,IND,Independent,38447,1194,67,1606,4281,45595,7.16
NSW,151,Warringah,41341,VARGHESE-FELL,Celine,2,N,N,ALP,Labor,13540,777,29,720,1671,16737,2.6
NSW,151,Warringah,41685,ROSE,Anthony,3,N,N,CYA,Trumpet of Patriots,1135,90,1,63,131,1420,1.24
NSW,151,Warringah,40624,SPRATT,David Michael,4,N,N,IND,Independent,951,44,0,48,130,1173,1.02
NSW,151,Warringah,41842,McLEOD,Sean,5,N,N,LTP,Libertarian,1235,85,2,63,117,1502,1.31
NSW,151,Warringah,41941,WRIGHT,Gavin,6,N,N,ON,Pauline Hanson's One Nation,1576,107,2,85,211,1981,-0.06
NSW,151,Warringah,41500,ROGERS,Jaimee,7,N,N,LP,Liberal,29998,959,33,1025,4426,36441,-2.55
NSW,151,Warringah,41637,HARVEY,Bonnie,8,N,N,GRN,The Greens,8222,569,13,520,727,10051,0.87
NSW,151,Warringah,999,Informal,Informal,999,N,N,NA,Informal,4657,278,5,179,396,5515,1.15
NSW,251,Watson,41331,BURKE,Tony,1,N,Y,ALP,Labor,32033,1609,37,1234,4847,39760,-6.17
NSW,251,Watson,41642,HADCHITI,Vanessa,2,N,N,LTP,Libertarian,2980,150,4,85,362,3581,4.32
NSW,251,Watson,40898,BASYOUNY,Ziad,3,N,N,IND,Independent,10765,376,16,161,902,12220,14.73
NSW,251,Watson,41976,KHAN,Zain,4,N,N,IND,Independent,834,85,1,47,94,1061,1.28
NSW,251,Watson,41920,TREVENA,Elisha,5,N,N,ON,Pauline Hanson's One Nation,1902,147,1,99,536,2685,-2.05
NSW,251,Watson,41499,ALAM,Zakir,6,N,N,LP,Liberal,9379,625,9,398,2205,12616,-11.21
NSW,251,Watson,41847,MANNAH,John,7,N,N,FFP,Family First,1031,104,0,61,238,1434,1.73
NSW,251,Watson,41645,BREWER,Jocelyn,8,N,N,GRN,The Greens,5722,592,11,270,816,7411,1.83
NSW,251,Watson,41680,KOUKOULIS,John,9,N,N,CYA,Trumpet of Patriots,1614,140,5,89,321,2169,2.62
NSW,251,Watson,999,Informal,Informal,999,N,N,NA,Informal,14642,815,30,385,990,16862,6.27
NSW,152,Wentworth,41967,RICHMOND,Michael,1,N,N,IND,Independent,1056,80,3,72,136,1347,1.22
NSW,152,Wentworth,41532,WARD,Nick,2,N,N,GRN,The Greens,8872,638,17,788,928,11243,-0.53
NSW,152,Wentworth,41912,STERNHELL,James,3,N,N,ON,Pauline Hanson's One Nation,2044,147,6,139,296,2632,1.17
NSW,152,Wentworth,41497,KNOX,Ro,4,N,N,LP,Liberal,31680,843,71,1501,6058,40153,-1.17
NSW,152,Wentworth,41326,PEAKE,Savanna,5,N,N,ALP,Labor,11585,749,30,995,1426,14785,-4.34
NSW,152,Wentworth,37451,SPENDER,Allegra,6,N,Y,IND,Independent,33517,890,71,1878,3929,40285,7.22
NSW,152,Wentworth,999,Informal,Informal,999,N,N,NA,Informal,2531,149,4,89,314,3087,0.1
NSW,153,Werriwa,41648,CASTLE,Janet Rebecca,1,N,N,GRN,The Greens,8077,397,13,289,1009,9785,4.52
NSW,153,Werriwa,41328,STANLEY,Anne Maree,2,N,Y,ALP,Labor,29168,977,16,886,4736,35783,1.67
NSW,153,Werriwa,41827,BALESTRI,Jacob,3,N,N,FFP,Family First,1311,125,1,63,244,1744,1.99
NSW,153,Werriwa,41994,DAOUD,Jamal,4,N,N,IND,Independent,1819,105,1,74,257,2256,2.57
NSW,153,Werriwa,41503,KAYAL,Sam,5,N,N,LP,Liberal,22486,601,15,539,3365,27006,-0.1
NSW,153,Werriwa,41935,MURPHY,Andrew Charles,6,N,N,HMP,Legalise Cannabis Party,2358,212,4,88,347,3009,3.43
NSW,153,Werriwa,41918,CIMERA,Ian,7,N,N,ON,Pauline Hanson's One Nation,2588,127,3,115,670,3503,-0.99
NSW,153,Werriwa,41679,McGLONE,Shannon Grant,8,N,N,CYA,Trumpet of Patriots,1403,82,1,40,275,1801,2.05
NSW,153,Werriwa,41887,NOIOSI,Gemma,9,N,N,LTP,Libertarian,2385,60,5,54,303,2807,3.2
NSW,153,Werriwa,999,Informal,Informal,999,N,N,NA,Informal,16359,576,12,306,941,18194,7
NSW,150,Whitlam,41640,DIXON,Jamie,1,N,N,GRN,The Greens,11561,552,16,431,1009,13569,1.97
NSW,150,Whitlam,41535,SMITH,Nathaniel,2,N,N,LP,Liberal,26383,567,36,769,3152,30907,-1.57
NSW,150,Whitlam,42083,BRITTON,Ben,3,N,N,IND,Independent,4714,67,4,89,366,5240,4.79
NSW,150,Whitlam,41677,CUDA,Angelo,4,N,N,CYA,Trumpet of Patriots,2652,104,0,88,262,3106,2.84
NSW,150,Whitlam,41917,COUSINS,Sharon,5,N,N,ON,Pauline Hanson's One Nation,7009,203,7,273,869,8361,0.77
NSW,150,Whitlam,41837,KHOURY,Raymond,6,N,N,LTP,Libertarian,1001,76,1,25,112,1215,1.11
NSW,150,Whitlam,40881,HINTON,Cheryl Ann,7,N,N,CEC,Citizens Party,475,17,0,26,73,591,0.54
NSW,150,Whitlam,42075,MOYLAN,Paddy,8,N,N,IND,Independent,1916,51,3,44,204,2218,2.03
NSW,150,Whitlam,41333,BERRY,Carol,9,N,N,ALP,Labor,36438,840,29,925,3998,42230,-3.77
NSW,150,Whitlam,40617,BUTTERFIELD,Glenn,10,N,N,IND,Independent,1562,47,2,62,241,1914,1.75
NSW,150,Whitlam,999,Informal,Informal,999,N,N,NA,Informal,10766,372,9,203,524,11874,5.04
NT,306,Lingiari,41011,SCRYMGOUR,Marion,1,N,Y,ALP,Australian Labor Party (Northern Territory) Branch,18615,487,34,840,346,20322,7.51
NT,306,Lingiari,40635,FLYNN,Peter,2,N,N,CEC,Citizens Party,863,39,1,76,37,1016,1.18
NT,306,Lingiari,41843,TOMLINS,Chris,3,N,N,IAP,Indigenous - Aboriginal Party of Australia,1075,93,4,114,16,1302,2.87
NT,306,Lingiari,41151,McFARLAND,Blair,4,N,N,GRN,Australian Greens,3940,114,6,386,142,4588,-0.91
NT,306,Lingiari,41020,BAIRAMIS,Sakellarios,5,N,N,ON,Pauline Hanson's One Nation,3494,104,3,328,186,4115,3.77
NT,306,Lingiari,41126,SIEBERT,Lisa,6,N,N,CLP,NT CLP,12399,262,21,718,660,14060,-3.5
NT,306,Lingiari,999,Informal,Informal,999,N,N,NA,Informal,1969,78,5,76,19,2147,-2.94
NT,307,Solomon,41153,PARRY,Jonathan,1,N,N,GRN,Australian Greens,5100,88,33,609,332,6162,-4.28
NT,307,Solomon,41036,BAYLISS,Lisa,2,N,N,CLP,NT CLP,18811,205,42,1191,1377,21626,10.3
NT,307,Solomon,41023,CRAKER,Benjamin,3,N,N,ON,Pauline Hanson's One Nation,3280,94,14,362,277,4027,1.27
NT,307,Solomon,40620,SCOTT,Phil,4,N,N,IND,Independent,6702,69,18,358,343,7490,12.47
NT,307,Solomon,40639,KRISTO,Brian,5,N,N,CEC,Citizens Party,286,8,1,32,17,344,0.49
NT,307,Solomon,42082,DAVIES,Janey,6,N,N,IND,Independent,541,27,0,75,49,692,1.15
NT,307,Solomon,41012,GOSLING,Luke John,7,N,Y,ALP,Australian Labor Party (Northern Territory) Branch,16992,215,65,1346,1102,19720,-5.99
NT,307,Solomon,999,Informal,Informal,999,N,N,NA,Informal,1990,31,7,132,75,2235,-0.1
QLD,304,Blair,41202,MUTZELBURG,Carl,1,N,N,LNP,LNP,23454,657,88,1144,6461,31804,-1.71
QLD,304,Blair,42043,BULL,Anthony,2,N,N,LTP,Libertarian,857,67,8,74,131,1137,0.97
QLD,304,Blair,40963,CHADWICK,Kathryn,3,N,N,GRPF,Gerard Rennick People First,3419,108,20,175,713,4435,3.79
QLD,304,Blair,41530,LOWERY,Angela,4,N,N,AJP,Animal Justice Party,1335,64,10,60,414,1883,-0.85
QLD,304,Blair,41325,McDONALD,Edward,5,N,N,CYA,Trumpet of Patriots,2701,122,15,130,808,3776,3.23
QLD,304,Blair,40725,NEUMANN,Shayne,6,N,Y,ALP,Australian Labor Party,32637,869,138,1456,7731,42831,1.59
QLD,304,Blair,40846,PURDON,John Frederick,7,N,N,FFP,Family First,1782,76,8,96,377,2339,2
QLD,304,Blair,41250,TONER,Paul,8,N,N,GRN,The Greens,9316,420,48,500,1814,12098,-2.24
QLD,304,Blair,40927,HOPKINS,Anthony,9,N,N,HMP,Legalise Cannabis Party,4067,253,23,212,822,5377,4.59
QLD,304,Blair,40920,KROSS,Brendan,10,N,N,ON,Pauline Hanson's One Nation,8123,334,39,502,2347,11345,-0.3
