StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
NSW,104,Barton,41862,NICOLIS,Christos,2,N,N,ON,Pauline Hanson's One Nation,4510,255,2,172,634,5573,0.72
NSW,104,Barton,41339,AMBIHAIPAHAR,Ash,3,N,N,ALP,Labor,39476,1604,51,1277,4690,47098,-0.87
NSW,104,Barton,41448,DOUSKOU,Fiona,4,N,N,LP,Liberal,19701,866,15,660,2920,24162,-5.23
NSW,104,Barton,41494,BAHSA,Manal,5,N,N,GRN,The Greens,13154,894,26,492,1319,15885,4.88
NSW,104,Barton,41768,PAMBRIS,Thomas,6,N,N,CYA,Trumpet of Patriots,3162,172,2,103,375,3814,3.82
NSW,104,Barton,999,Informal,Informal,999,N,N,NA,Informal,9221,439,4,163,429,10256,1.35
NSW,105,Bennelong,41444,YUNG,Scott,1,N,N,LP,Liberal,30447,959,36,1072,5996,38510,-5.61
NSW,105,Bennelong,41987,DEVINE,Barry,2,N,N,IMO,HEART Party,654,40,1,20,91,806,0.56
NSW,105,Bennelong,41765,NALBANDIAN,Robert,3,N,N,CYA,Trumpet of Patriots,1242,86,2,57,234,1621,1.48
NSW,105,Bennelong,41329,LAXALE,Jerome,4,Y,Y,ALP,Labor,40455,1287,58,1426,6575,49801,13.26
NSW,105,Bennelong,41504,HART,Adam,5,N,N,GRN,The Greens,10388,582,24,518,1420,12932,1.44
NSW,105,Bennelong,41881,CHAN,Eric,6,N,N,FFP,Family First,1508,70,1,63,293,1935,1.76
NSW,105,Bennelong,41869,BENNETT,Craig,7,N,N,ON,Pauline Hanson's One Nation,1897,130,2,92,412,2533,0.77
NSW,105,Bennelong,41851,AUGUST,John,8,N,N,SOPA,FUSION | Planet Rescue | Whistleblower Protection | Innovation,1334,70,0,63,207,1674,0.11
NSW,105,Bennelong,999,Informal,Informal,999,N,N,NA,Informal,6078,264,6,196,652,7196,0.51
NSW,106,Berowra,41506,COUSINS,Martin,1,N,N,GRN,The Greens,11397,519,16,475,1374,13781,-2.97
NSW,106,Berowra,41879,MATTINSON,Gerald,2,N,N,ON,Pauline Hanson's One Nation,3734,182,3,153,633,4705,1.2
NSW,106,Berowra,41338,KOSCHINSKI,Benson,3,N,N,ALP,Labor,25420,916,28,1157,3699,31220,3.19
NSW,106,Berowra,27974,WOODWARD,Roger,4,N,N,IND,Independent,926,65,0,52,193,1236,0.34
NSW,106,Berowra,41855,CLARKE,Brendan Michael,5,N,N,SOPA,FUSION | Planet Rescue | Whistleblower Protection | Innovation,818,47,1,54,162,1082,-0.45
NSW,106,Berowra,41991,BROWN,Tina,6,N,N,IND,Independent,11540,191,7,186,1211,13135,11.37
NSW,106,Berowra,41697,BASTIAN,Stephen,7,N,N,CYA,Trumpet of Patriots,1764,99,4,69,263,2199,1.48
NSW,106,Berowra,41442,LEESER,Julian,8,N,Y,LP,Liberal,38395,1136,33,1132,7514,48210,-5.47
NSW,106,Berowra,999,Informal,Informal,999,N,N,NA,Informal,6685,304,7,231,665,7892,0.65
NSW,107,Blaxland,41478,NGUYEN,Courtney,1,N,N,LP,Liberal,12199,788,24,621,3391,17023,-7.58
NSW,107,Blaxland,41316,CLARE,Jason,2,N,Y,ALP,Labor,31703,1412,41,1203,5642,40001,-5.52
NSW,107,Blaxland,41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,2086,180,3,92,725,3086,-0.9
NSW,107,Blaxland,41578,SAKR,Omar,4,N,N,GRN,The Greens,5312,421,15,237,869,6854,1.07
NSW,107,Blaxland,41850,LUO,Mike,5,N,N,LTP,Libertarian,1581,74,2,51,186,1894,2.18
NSW,107,Blaxland,41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,1202,120,4,68,332,1726,1.99
NSW,107,Blaxland,41982,OUF,Ahmed,7,N,N,IND,Independent,14573,439,36,192,1062,16302,18.76
NSW,107,Blaxland,999,Informal,Informal,999,N,N,NA,Informal,11131,628,26,235,802,12822,1.32
NSW,108,Bradfield,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,1047,89,1,57,178,1372,1.22
NSW,108,Bradfield,41511,SINGH,Harjit,2,N,N,GRN,The Greens,5934,408,12,380,825,7559,-1.89
NSW,108,Bradfield,41989,YIN,Andy,3,N,N,IND,Independent,3835,96,2,157,550,4640,4.13
NSW,108,Bradfield,41324,McCALLUM,Louise,4,N,N,ALP,Labor,18203,809,37,896,2843,22788,2.55
NSW,108,Bradfield,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,1346,85,1,64,229,1725,0.07
NSW,108,Bradfield,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,34800,853,60,957,6108,42778,-5.59
NSW,108,Bradfield,36047,BOELE,Nicolette,7,N,N,IND,Independent,25950,504,38,661,3194,30347,10.95
NSW,108,Bradfield,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,900,63,2,42,158,1165,1.04
NSW,108,Bradfield,999,Informal,Informal,999,N,N,NA,Informal,5434,267,8,191,580,6480,1.54
NSW,109,Calare,41902,HUGHES,Jennifer,1,N,N,ON,Pauline Hanson's One Nation,7153,199,11,282,553,8198,-0.73
NSW,109,Calare,41931,RAYE,Sue,2,N,N,HMP,Legalise Cannabis Party,3681,190,1,128,163,4163,3.92
NSW,109,Calare,35951,HOOK,Kate,3,N,N,IND,Independent,15211,241,11,388,909,16760,-4.63
NSW,109,Calare,41770,O'LEARY,Vicki Elizabeth,4,N,N,CYA,Trumpet of Patriots,1338,62,1,73,109,1583,1.49
NSW,109,Calare,41518,PARKER,Ben,5,N,N,GRN,The Greens,3121,167,4,190,273,3755,-1.03
NSW,109,Calare,41678,HAZELTON,Ross Angus,6,N,N,FFP,Family First,1504,58,5,68,98,1733,1.63
NSW,109,Calare,36348,GEE,Andrew,7,N,Y,IND,Independent,22442,336,14,617,1763,25172,23.69
NSW,109,Calare,41649,LESAGE,Jase,8,N,N,ASP,"Shooters, Fishers and Farmers Party",1864,86,0,114,181,2245,2.11
NSW,109,Calare,41345,CUNNINGHAM,Julie,9,N,N,ALP,Labor,9680,268,17,369,752,11086,-4.71
NSW,109,Calare,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,28551,370,16,659,1981,31577,-17.96
NSW,109,Calare,999,Informal,Informal,999,N,N,NA,Informal,8606,181,11,198,271,9267,4.03
NSW,111,Chifley,41791,GREEN,Jamie,1,N,N,FFP,Family First,4396,402,8,153,375,5334,5.97
NSW,111,Chifley,40694,BURNS,Leigh,2,N,N,IND,Independent,1218,85,2,54,160,1519,1.7
NSW,111,Chifley,41527,SINGH,Sukhjinder Pal,3,N,N,GRN,The Greens,7459,410,13,233,607,8722,4.07
NSW,111,Chifley,41323,HUSIC,Ed,4,N,Y,ALP,Labor,39747,1518,24,1062,4725,47076,-0.35
NSW,111,Chifley,41599,GREEN,Allan,5,N,N,LP,Liberal,14326,651,9,487,2139,17612,-4.92
NSW,111,Chifley,41906,NIKOLIC,Tony,6,N,N,ON,Pauline Hanson's One Nation,4285,249,0,112,696,5342,-0.24
NSW,111,Chifley,41748,ARCHER,Ryan,7,N,N,CYA,Trumpet of Patriots,1787,123,2,76,251,2239,2.5
NSW,111,Chifley,40874,LAXMANALAL,Rohan,8,N,N,AJP,Animal Justice Party,1232,92,0,38,207,1569,1.75
NSW,111,Chifley,999,Informal,Informal,999,N,N,NA,Informal,12512,588,16,271,630,14017,4.66
NSW,112,Cook,41788,FULLER,Natalie,1,N,N,FFP,Family First,2774,169,4,89,274,3310,3.11
NSW,112,Cook,41452,KENNEDY,Simon,2,Y,Y,LP,Liberal,43526,981,71,1012,5531,51121,-5.66
NSW,112,Cook,41766,HAMMOND,Sharon,3,N,N,CYA,Trumpet of Patriots,2725,132,5,80,304,3246,3.05
NSW,112,Cook,41336,EARLE,Simon,4,N,N,ALP,Labor,28655,883,43,713,3180,33474,7.46
NSW,112,Cook,41548,MOORE,Martin,5,N,N,GRN,The Greens,8956,442,12,323,842,10575,0.5
NSW,112,Cook,41913,PRESTON,Mark,6,N,N,ON,Pauline Hanson's One Nation,3812,187,5,131,503,4638,-0.06
NSW,112,Cook,999,Informal,Informal,999,N,N,NA,Informal,4482,180,1,84,297,5044,0.45
NSW,113,Cowper,41332,VIGORS,Greg,1,N,N,ALP,Labor,10591,385,14,515,1212,12717,-2.2
NSW,113,Cowper,41718,DALEY,Zeke,2,N,N,IND,Independent,718,28,1,59,90,896,0.83
NSW,113,Cowper,41443,MATHEW,Megan,3,N,N,HMP,Legalise Cannabis Party,4490,267,5,196,237,5195,4.82
NSW,113,Cowper,41775,SHANNON,Geoffrey,4,N,N,CYA,Trumpet of Patriots,1295,72,4,75,105,1551,1.44
NSW,113,Cowper,41937,CONAGHAN,Pat,5,N,Y,NP,The Nationals,35892,443,15,854,3629,40833,-1.63
NSW,113,Cowper,41689,TEMPLETON,Paul,6,N,N,LTP,Libertarian,1137,68,1,89,108,1403,1.3
NSW,113,Cowper,41798,JACKEL,Peter,7,N,N,FFP,Family First,1617,75,1,71,101,1865,1.73
NSW,113,Cowper,41528,FIREFLY,Wendy,8,N,N,GRN,The Greens,3748,220,4,236,360,4568,-1.61
NSW,113,Cowper,36245,HEISE,Caz,9,N,N,IND,Independent,28096,424,21,743,2330,31614,3.17
NSW,113,Cowper,41860,MARLOW,Geoffrey,10,N,N,SOPA,FUSION | Planet Rescue | Whistleblower Protection | Innovation,199,11,0,15,33,258,0.24
NSW,113,Cowper,41876,WALSH,Chris,11,N,N,ON,Pauline Hanson's One Nation,5864,204,8,255,531,6862,-1.8
NSW,113,Cowper,999,Informal,Informal,999,N,N,NA,Informal,10809,329,7,305,392,11842,4.97
NSW,114,Cunningham,41343,BYRNES,Alison,1,N,Y,ALP,Labor,44714,1006,42,1275,4570,51607,3.49
NSW,114,Cunningham,40873,GARNAUT-MILLER,Alexis,2,N,N,CEC,Citizens Party,1370,69,2,66,150,1657,0.45
NSW,114,Cunningham,41453,IVANEZA,Amanda,3,N,N,LP,Liberal,22912,525,22,729,2625,26813,-1.25
NSW,114,Cunningham,41924,FULLER,John,4,N,N,ON,Pauline Hanson's One Nation,7403,255,8,291,808,8765,2.23
NSW,114,Cunningham,40878,LAVERS,Tim,5,N,N,AJP,Animal Justice Party,2592,94,2,70,290,3048,2.64
NSW,114,Cunningham,41568,WHITTAKER,Jess,6,N,N,GRN,The Greens,20697,658,47,766,1416,23584,-0.24
NSW,114,Cunningham,999,Informal,Informal,999,N,N,NA,Informal,6033,175,5,95,278,6586,0.06
NSW,115,Dobell,41558,COOPER,Simon George,1,N,N,GRN,The Greens,8912,520,16,341,858,10647,1.73
NSW,115,Dobell,41469,SMALL,Brendan,2,N,N,LP,Liberal,23775,674,32,662,3625,28768,-5.87
NSW,115,Dobell,41919,STEVENSON,Martin,3,N,N,ON,Pauline Hanson's One Nation,7661,318,12,252,798,9041,1.29
NSW,115,Dobell,41784,TAWAF,Anthony,4,N,N,CYA,Trumpet of Patriots,2343,120,6,84,295,2848,2.75
NSW,115,Dobell,41933,CLAYDON,Tim,5,N,N,HMP,Legalise Cannabis Party,4057,341,4,163,330,4895,4.73
NSW,115,Dobell,40879,MURPHY,Patrick,6,N,N,AJP,Animal Justice Party,1523,71,4,50,258,1906,1.84
NSW,115,Dobell,41854,CHALIK,Isaac,7,N,N,LTP,Libertarian,872,64,2,25,102,1065,1.03
NSW,115,Dobell,41358,McBRIDE,Emma,8,N,Y,ALP,Labor,37229,1021,45,973,5002,44270,-0.09
NSW,115,Dobell,999,Informal,Informal,999,N,N,NA,Informal,7739,321,8,166,431,8665,3.11
NSW,117,Eden-Monaro,37724,THALER,Andrew Evan,1,N,N,IND,Independent,2068,52,1,145,234,2500,0.69
NSW,117,Eden-Monaro,41711,COX,Wade Ewart,2,N,N,CYA,Trumpet of Patriots,2157,61,7,112,247,2584,2.41
NSW,117,Eden-Monaro,42072,BUCHANAN,Fraser,3,N,N,IMO,HEART Party,1635,24,2,42,178,1881,1.05
NSW,117,Eden-Monaro,41454,van der PLAAT,Jo,4,N,N,LP,Liberal,29047,320,32,1028,3715,34142,-2.49
NSW,117,Eden-Monaro,41188,FISHER,Brian,5,N,N,IND,Independent,1397,42,1,76,188,1704,1.59
NSW,117,Eden-Monaro,41737,McBAIN,Kristy,6,N,Y,ALP,Labor,39358,516,37,1600,4578,46089,4.54
NSW,117,Eden-Monaro,41557,GOWARD,Emma,7,N,N,GRN,The Greens,9065,202,8,548,914,10737,1.45
NSW,117,Eden-Monaro,41921,GRAHAM,Richard,8,N,N,ON,Pauline Hanson's One Nation,6078,132,8,306,929,7453,2.59
NSW,117,Eden-Monaro,999,Informal,Informal,999,N,N,NA,Informal,6130,127,4,182,363,6806,-0.48
NSW,118,Farrer,41463,LEY,Sussan,1,N,Y,LP,Liberal,37451,344,16,1665,5260,44736,-8.85
NSW,118,Farrer,41352,HYDE,Glen,2,N,N,ALP,Labor,13175,186,11,755,1424,15551,-3.9
NSW,118,Farrer,40627,MILTHORPE,Michelle,3,N,N,IND,Independent,18276,96,11,479,1704,20566,19.96
NSW,118,Farrer,41559,HENDRIE,Richard August,4,N,N,GRN,The Greens,4165,110,5,371,433,5084,-4.18
NSW,118,Farrer,41959,HICKS,Emma,5,N,N,ON,Pauline Hanson's One Nation,5611,81,7,304,801,6804,0.27
NSW,118,Farrer,41644,SINCLAIR,Peter,6,N,N,ASP,"Shooters, Fishers and Farmers Party",2925,70,5,199,378,3577,-1.84
NSW,118,Farrer,42016,O'REILLY,David,7,N,N,GRPF,Gerard Rennick People First,1802,23,2,83,168,2078,2.02
NSW,118,Farrer,41793,SCRIVEN,Rebecca,8,N,N,FFP,Family First,1897,37,2,98,184,2218,2.15
NSW,118,Farrer,41707,HARGRAVES,Tanya,9,N,N,CYA,Trumpet of Patriots,2042,32,2,131,236,2443,2.37
NSW,118,Farrer,999,Informal,Informal,999,N,N,NA,Informal,9459,89,5,286,395,10234,1.44
NSW,119,Fowler,41806,ATHAVLE,Jared,1,N,N,FFP,Family First,2991,251,6,129,218,3595,3.87
NSW,119,Fowler,41641,TEY,Victor,2,N,N,LTP,Libertarian,1528,91,2,65,112,1798,1.93
NSW,119,Fowler,36240,LE,Dai,3,Y,Y,IND,Independent,27569,506,19,428,2588,31110,5.18
NSW,119,Fowler,41556,HOWARD,Avery Jacob,4,N,N,GRN,The Greens,5047,473,5,228,539,6292,1.89
NSW,119,Fowler,41956,MARGOS,Tony,5,N,N,ON,Pauline Hanson's One Nation,3019,186,5,119,509,3838,0.51
NSW,119,Fowler,41357,LE,Tu,6,N,N,ALP,Labor,30015,1081,29,779,3008,34912,0.96
NSW,119,Fowler,41460,SINGHA,Vivek,7,N,N,LP,Liberal,9282,533,6,350,1236,11407,-5.32
NSW,119,Fowler,999,Informal,Informal,999,N,N,NA,Informal,13817,499,16,237,503,15072,3.42
NSW,120,Gilmore,41365,PHILLIPS,Fiona,1,N,Y,ALP,Labor,35518,699,58,1492,4575,42342,2.19
NSW,120,Gilmore,42070,DEZARNAULDS,Kate,2,N,N,IND,Independent,7445,105,9,210,604,8373,7.54
NSW,120,Gilmore,41710,WISE,Melissa,3,N,N,CYA,Trumpet of Patriots,2063,52,3,120,248,2486,2.24
NSW,120,Gilmore,41616,KILLIAN,Debbie,4,N,N,GRN,The Greens,6516,282,14,465,655,7932,-3.09
NSW,120,Gilmore,41799,BROWN,Graham,5,N,N,FFP,Family First,1716,50,6,73,167,2012,1.81
NSW,120,Gilmore,41739,CONSTANCE,Andrew,6,N,N,LP,Liberal,32142,439,24,1245,4397,38247,-7.56
NSW,120,Gilmore,41969,HAWKE,John,7,N,N,ON,Pauline Hanson's One Nation,4516,160,4,235,643,5558,1
NSW,120,Gilmore,41939,CARLE,Adrian Richard,8,N,N,HMP,Legalise Cannabis Party,3437,160,1,167,343,4108,3.7
NSW,120,Gilmore,999,Informal,Informal,999,N,N,NA,Informal,7272,219,8,272,448,8219,2.46
NSW,121,Grayndler,41960,SMITH,Rodney,1,N,N,ON,Pauline Hanson's One Nation,2810,175,2,124,394,3505,0.87
NSW,121,Grayndler,41472,SMALLBONE,David,2,N,N,LP,Liberal,12902,576,16,561,1812,15867,-3.54
NSW,121,Grayndler,41714,BURRELL,Cheri Rae,3,N,N,CYA,Trumpet of Patriots,1382,107,1,76,163,1729,1.56
NSW,121,Grayndler,41565,THOMAS,Hannah,4,N,N,GRN,The Greens,23593,1307,58,1104,1785,27847,4.18
NSW,121,Grayndler,41373,ALBANESE,Anthony,5,Y,Y,ALP,Labor,50232,1999,104,2108,4921,59364,0.84
NSW,121,Grayndler,40978,BRADBURY,David,6,N,N,IND,Independent,2031,135,7,121,272,2566,2.31
NSW,121,Grayndler,999,Informal,Informal,999,N,N,NA,Informal,4131,190,5,126,311,4763,-0.9
NSW,122,Greenway,41729,STUCKEY,Robert,1,N,N,IND,Independent,2061,169,1,105,375,2711,2.64
NSW,122,Greenway,41857,REX,Mark,2,N,N,LTP,Libertarian,1287,89,0,49,208,1633,1.59
NSW,122,Greenway,41572,SUBRAMANIAN,Palaniappan,3,N,N,GRN,The Greens,9261,555,10,263,928,11017,3.08
NSW,122,Greenway,41474,VIRK,Rattan,4,N,N,LP,Liberal,23381,895,11,615,3322,28224,-6.01
NSW,122,Greenway,41399,ROWLAND,Michelle,5,N,Y,ALP,Labor,44109,1529,40,1054,5076,51808,5.64
NSW,122,Greenway,41705,MULLIGAN,Justin,6,N,N,CYA,Trumpet of Patriots,2101,141,2,83,344,2671,2.6
NSW,122,Greenway,41934,SWANN,Edwin,7,N,N,ON,Pauline Hanson's One Nation,3560,207,6,125,794,4692,1.86
NSW,122,Greenway,999,Informal,Informal,999,N,N,NA,Informal,6675,408,5,143,468,7699,-0.42
NSW,124,Hughes,41400,MONCRIEFF,David,1,Y,N,ALP,Labor,33121,1332,32,965,2909,38359,11.09
NSW,124,Hughes,41579,DYSON,Catherine Elizabeth,2,N,N,GRN,The Greens,9484,613,13,322,794,11226,4.99
NSW,124,Hughes,41866,SINOSIC,Elvis,3,N,N,LTP,Libertarian,1647,87,4,43,137,1918,1.95
NSW,124,Hughes,41703,SCARFONE,Alex,4,N,N,CYA,Trumpet of Patriots,2344,130,6,62,235,2777,2.82
NSW,124,Hughes,41826,MARSH,Nathaniel David,5,N,N,FFP,Family First,2024,110,6,55,184,2379,2.42
NSW,124,Hughes,41467,WARE,Jenny,6,N,Y,LP,Liberal,30767,905,28,746,3396,35842,-3.95
NSW,124,Hughes,40871,MILLER,David A W,7,N,N,CEC,Citizens Party,481,37,1,17,51,587,0.6
NSW,124,Hughes,41962,SWINBOURN,Deborah,8,N,N,ON,Pauline Hanson's One Nation,4306,206,11,162,567,5252,1.89
NSW,124,Hughes,999,Informal,Informal,999,N,N,NA,Informal,8055,484,5,234,378,9156,3.35
NSW,125,Hume,41471,TAYLOR,Angus,1,N,Y,LP,Liberal,36164,1139,40,1019,5260,43622,1.32
NSW,125,Hume,41955,SEIDEL,Bryan,2,N,N,FFP,Family First,2255,132,3,77,251,2718,2.73
NSW,125,Hume,41868,REES,Adrian,3,N,N,LTP,Libertarian,1443,71,3,43,170,1730,1.74
NSW,125,Hume,41584,BRUCE,Steve,4,N,N,GRN,The Greens,7042,403,11,273,722,8451,2.85
NSW,125,Hume,41966,DUCKER,Helen,5,N,N,ON,Pauline Hanson's One Nation,6381,282,5,219,1091,7978,0.08
NSW,125,Hume,41670,WOZNIAK,Troy,6,N,N,CYA,Trumpet of Patriots,2898,115,3,91,363,3470,3.49
NSW,125,Hume,41405,HUANG,Thomas,7,N,N,ALP,Labor,22804,784,23,743,2718,27072,3.06
NSW,125,Hume,41183,McLEAN,Peter,8,N,N,IND,Independent,3734,115,5,101,480,4435,4.46
NSW,125,Hume,999,Informal,Informal,999,N,N,NA,Informal,8481,416,9,240,578,9724,1.62
NSW,126,Hunter,41965,BONDS,Stuart,1,N,N,ON,Pauline Hanson's One Nation,15712,505,13,481,1300,18011,6.04
NSW,126,Hunter,41944,GILROY,Sue,2,N,N,NP,The Nationals,17491,289,10,443,2057,20290,-6.51
NSW,126,Hunter,41948,FENWICK,Andrew David,3,N,N,HMP,Legalise Cannabis Party,4788,353,9,195,310,5655,5.06
NSW,126,Hunter,40876,DAVIES,Victoria,4,N,N,AJP,Animal Justice Party,1279,77,3,61,209,1629,-0.61
NSW,126,Hunter,41796,FARRELLY,Paul,5,N,N,FFP,Family First,2159,126,8,96,255,2644,2.37
NSW,126,Hunter,41646,BODDAN,Kyle,6,N,N,ASP,"Shooters, Fishers and Farmers Party",2037,116,1,99,254,2507,2.24
NSW,126,Hunter,41778,WRIGHTSON,Suellen,7,N,N,CYA,Trumpet of Patriots,3421,125,4,133,385,4068,3.64
NSW,126,Hunter,41407,REPACHOLI,Dan,8,N,Y,ALP,Labor,42101,1009,41,1015,4416,48582,4.07
NSW,126,Hunter,41634,STOKES,Louise,9,N,N,GRN,The Greens,6935,395,8,257,691,8286,-1.4
NSW,126,Hunter,999,Informal,Informal,999,N,N,NA,Informal,8809,339,10,208,416,9782,0.68
NSW,127,Kingsford Smith,42027,JELIC,Mark,1,N,N,ON,Pauline Hanson's One Nation,4758,260,12,283,552,5865,2.44
NSW,127,Kingsford Smith,41386,THISTLETHWAITE,Matt,2,N,Y,ALP,Labor,42578,1304,44,1658,4762,50346,3.45
NSW,127,Kingsford Smith,41477,COLE,Brad,3,N,N,LP,Liberal,21263,744,34,937,2946,25924,-3.46
NSW,127,Kingsford Smith,41978,PARKER,Elsa,4,N,N,IND,Independent,2854,185,3,152,363,3557,3.59
NSW,127,Kingsford Smith,41587,BROWN,Keiron,5,N,N,GRN,The Greens,11157,628,17,609,1029,13440,-2.2
NSW,127,Kingsford Smith,999,Informal,Informal,999,N,N,NA,Informal,5435,206,5,146,334,6126,1.05
NSW,128,Lindsay,41480,McINTOSH,Melissa,1,N,Y,LP,Liberal,32715,968,40,846,4436,39005,-6.69
NSW,128,Lindsay,41952,EMMANUEL,Antony Victor,2,N,N,FFP,Family First,1996,111,3,85,220,2415,2.46
NSW,128,Lindsay,41650,HALLEY,Carl,3,N,N,ASP,"Shooters, Fishers and Farmers Party",1467,99,3,52,222,1843,1.88
NSW,128,Lindsay,41971,SALEAM,Jim,4,N,N,IND,Independent,948,37,1,37,80,1103,1.12
NSW,128,Lindsay,40863,BLAZI,Vanessa,5,N,N,AJP,Animal Justice Party,1539,75,1,46,250,1911,1.95
NSW,128,Lindsay,41961,BUCKLEY,Christopher,6,N,N,ON,Pauline Hanson's One Nation,5521,274,13,166,767,6741,0.87
NSW,128,Lindsay,41988,PALMER,Michelle,7,N,N,IMO,HEART Party,1077,40,3,22,91,1233,-0.7
NSW,128,Lindsay,41594,McALLISTER,Aaron David,8,N,N,GRN,The Greens,7992,422,8,245,754,9421,1.64
NSW,128,Lindsay,41383,McLEAN,Hollie,9,N,N,ALP,Labor,26697,867,31,680,3222,31497,0.18
NSW,128,Lindsay,41772,O'CONNOR,Joseph,10,N,N,CYA,Trumpet of Patriots,2465,119,3,76,331,2994,3.05
NSW,128,Lindsay,999,Informal,Informal,999,N,N,NA,Informal,10583,514,16,254,615,11982,3.79
NSW,130,Lyne,41601,FERRIER,Tom,1,N,N,GRN,The Greens,5699,421,10,317,525,6972,-1.48
NSW,130,Lyne,41408,WILSON,Digby,2,N,N,ALP,Labor,18235,659,20,699,2055,21668,-1.66
NSW,130,Lyne,41704,CHARSLEY,Cathy,3,N,N,CYA,Trumpet of Patriots,2257,107,1,101,217,2683,2.45
NSW,130,Lyne,41878,HUGHES,Colin,4,N,N,ON,Pauline Hanson's One Nation,7611,339,5,336,908,9199,0.48
NSW,130,Lyne,41951,PENFOLD,Alison,5,N,N,NP,The Nationals,34651,489,13,755,3723,39631,-7.28
NSW,130,Lyne,41973,MILLER,Jeremy,6,N,N,IND,Independent,15130,261,12,321,1228,16952,15.5
NSW,130,Lyne,41839,MASTERS,David,7,N,N,FFP,Family First,1387,80,1,63,130,1661,1.52
NSW,130,Lyne,41928,MANLEY,Keys,8,N,N,HMP,Legalise Cannabis Party,5208,306,6,175,307,6002,5.49
