StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
NSW,107,Blaxland,2391,Regents Park,41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,16,1.86
NSW,107,Blaxland,2391,Regents Park,41982,OUF,Ahmed,7,N,N,IND,Independent,222,25.75
NSW,107,Blaxland,2391,Regents Park,999,Informal,Informal,999,N,N,NA,Informal,105,-4.4
NSW,107,Blaxland,121878,Rosehill (Blaxland),41478,NGUYEN,Courtney,1,N,N,LP,Liberal,65,-1.44
NSW,107,Blaxland,121878,Rosehill (Blaxland),41316,CLARE,Jason,2,N,Y,ALP,Labor,80,-0.12
NSW,107,Blaxland,121878,Rosehill (Blaxland),41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,6,1.12
NSW,107,Blaxland,121878,Rosehill (Blaxland),41578,SAKR,Omar,4,N,N,GRN,The Greens,19,0.97
NSW,107,Blaxland,121878,Rosehill (Blaxland),41850,LUO,Mike,5,N,N,LTP,Libertarian,7,3.57
NSW,107,Blaxland,121878,Rosehill (Blaxland),41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,7,3.57
NSW,107,Blaxland,121878,Rosehill (Blaxland),41982,OUF,Ahmed,7,N,N,IND,Independent,12,6.12
NSW,107,Blaxland,121878,Rosehill (Blaxland),999,Informal,Informal,999,N,N,NA,Informal,40,3.52
NSW,107,Blaxland,2393,Sefton,41478,NGUYEN,Courtney,1,N,N,LP,Liberal,292,-12.3
NSW,107,Blaxland,2393,Sefton,41316,CLARE,Jason,2,N,Y,ALP,Labor,835,0.66
NSW,107,Blaxland,2393,Sefton,41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,35,-3.06
NSW,107,Blaxland,2393,Sefton,41578,SAKR,Omar,4,N,N,GRN,The Greens,142,2.02
NSW,107,Blaxland,2393,Sefton,41850,LUO,Mike,5,N,N,LTP,Libertarian,36,2.27
NSW,107,Blaxland,2393,Sefton,41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,32,2.01
NSW,107,Blaxland,2393,Sefton,41982,OUF,Ahmed,7,N,N,IND,Independent,217,13.66
NSW,107,Blaxland,2393,Sefton,999,Informal,Informal,999,N,N,NA,Informal,150,-3.4
NSW,107,Blaxland,2394,Silverwater (Blaxland),41478,NGUYEN,Courtney,1,N,N,LP,Liberal,23,-12.16
NSW,107,Blaxland,2394,Silverwater (Blaxland),41316,CLARE,Jason,2,N,Y,ALP,Labor,126,-8.53
NSW,107,Blaxland,2394,Silverwater (Blaxland),41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,3,-4.52
NSW,107,Blaxland,2394,Silverwater (Blaxland),41578,SAKR,Omar,4,N,N,GRN,The Greens,8,-7.86
NSW,107,Blaxland,2394,Silverwater (Blaxland),41850,LUO,Mike,5,N,N,LTP,Libertarian,6,2.41
NSW,107,Blaxland,2394,Silverwater (Blaxland),41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,6,2.41
NSW,107,Blaxland,2394,Silverwater (Blaxland),41982,OUF,Ahmed,7,N,N,IND,Independent,77,30.92
NSW,107,Blaxland,2394,Silverwater (Blaxland),999,Informal,Informal,999,N,N,NA,Informal,28,-2.52
NSW,107,Blaxland,2280,South Wentworthville Central,41478,NGUYEN,Courtney,1,N,N,LP,Liberal,330,-1.43
NSW,107,Blaxland,2280,South Wentworthville Central,41316,CLARE,Jason,2,N,Y,ALP,Labor,424,1.11
NSW,107,Blaxland,2280,South Wentworthville Central,41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,72,0.63
NSW,107,Blaxland,2280,South Wentworthville Central,41578,SAKR,Omar,4,N,N,GRN,The Greens,87,2.64
NSW,107,Blaxland,2280,South Wentworthville Central,41850,LUO,Mike,5,N,N,LTP,Libertarian,18,1.78
NSW,107,Blaxland,2280,South Wentworthville Central,41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,25,2.47
NSW,107,Blaxland,2280,South Wentworthville Central,41982,OUF,Ahmed,7,N,N,IND,Independent,58,5.72
NSW,107,Blaxland,2280,South Wentworthville Central,999,Informal,Informal,999,N,N,NA,Informal,110,2.01
NSW,107,Blaxland,108730,Special Hospital Team 1,41478,NGUYEN,Courtney,1,N,N,LP,Liberal,29,5.05
NSW,107,Blaxland,108730,Special Hospital Team 1,41316,CLARE,Jason,2,N,Y,ALP,Labor,36,-4.95
NSW,107,Blaxland,108730,Special Hospital Team 1,41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,9,5.26
NSW,107,Blaxland,108730,Special Hospital Team 1,41578,SAKR,Omar,4,N,N,GRN,The Greens,0,-5.93
NSW,107,Blaxland,108730,Special Hospital Team 1,41850,LUO,Mike,5,N,N,LTP,Libertarian,1,1.27
NSW,107,Blaxland,108730,Special Hospital Team 1,41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,1,1.27
NSW,107,Blaxland,108730,Special Hospital Team 1,41982,OUF,Ahmed,7,N,N,IND,Independent,3,3.8
NSW,107,Blaxland,108730,Special Hospital Team 1,999,Informal,Informal,999,N,N,NA,Informal,3,-1.89
NSW,107,Blaxland,121976,Special Hospital Team 2,41478,NGUYEN,Courtney,1,N,N,LP,Liberal,22,8.34
NSW,107,Blaxland,121976,Special Hospital Team 2,41316,CLARE,Jason,2,N,Y,ALP,Labor,28,0.39
NSW,107,Blaxland,121976,Special Hospital Team 2,41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,1,-4.31
NSW,107,Blaxland,121976,Special Hospital Team 2,41578,SAKR,Omar,4,N,N,GRN,The Greens,2,-2.29
NSW,107,Blaxland,121976,Special Hospital Team 2,41850,LUO,Mike,5,N,N,LTP,Libertarian,0,0
NSW,107,Blaxland,121976,Special Hospital Team 2,41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,2,3.64
NSW,107,Blaxland,121976,Special Hospital Team 2,41982,OUF,Ahmed,7,N,N,IND,Independent,0,0
NSW,107,Blaxland,121976,Special Hospital Team 2,999,Informal,Informal,999,N,N,NA,Informal,12,12.36
NSW,107,Blaxland,98086,Ultimo BLAXLAND PPVC,41478,NGUYEN,Courtney,1,N,N,LP,Liberal,22,6.23
NSW,107,Blaxland,98086,Ultimo BLAXLAND PPVC,41316,CLARE,Jason,2,N,Y,ALP,Labor,53,-16.81
NSW,107,Blaxland,98086,Ultimo BLAXLAND PPVC,41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,8,-0.24
NSW,107,Blaxland,98086,Ultimo BLAXLAND PPVC,41578,SAKR,Omar,4,N,N,GRN,The Greens,30,4.78
NSW,107,Blaxland,98086,Ultimo BLAXLAND PPVC,41850,LUO,Mike,5,N,N,LTP,Libertarian,5,3.85
NSW,107,Blaxland,98086,Ultimo BLAXLAND PPVC,41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,2,1.54
NSW,107,Blaxland,98086,Ultimo BLAXLAND PPVC,41982,OUF,Ahmed,7,N,N,IND,Independent,10,7.69
NSW,107,Blaxland,98086,Ultimo BLAXLAND PPVC,999,Informal,Informal,999,N,N,NA,Informal,0,-1.51
NSW,107,Blaxland,2396,Villawood East,41478,NGUYEN,Courtney,1,N,N,LP,Liberal,109,-5.52
NSW,107,Blaxland,2396,Villawood East,41316,CLARE,Jason,2,N,Y,ALP,Labor,478,-12.48
NSW,107,Blaxland,2396,Villawood East,41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,29,-3.4
NSW,107,Blaxland,2396,Villawood East,41578,SAKR,Omar,4,N,N,GRN,The Greens,74,2.6
NSW,107,Blaxland,2396,Villawood East,41850,LUO,Mike,5,N,N,LTP,Libertarian,10,1.1
NSW,107,Blaxland,2396,Villawood East,41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,7,0.77
NSW,107,Blaxland,2396,Villawood East,41982,OUF,Ahmed,7,N,N,IND,Independent,199,21.96
NSW,107,Blaxland,2396,Villawood East,999,Informal,Informal,999,N,N,NA,Informal,253,5.82
NSW,107,Blaxland,121968,Wetherill Park BLAXLAND PPVC,41478,NGUYEN,Courtney,1,N,N,LP,Liberal,175,0.83
NSW,107,Blaxland,121968,Wetherill Park BLAXLAND PPVC,41316,CLARE,Jason,2,N,Y,ALP,Labor,228,-6.77
NSW,107,Blaxland,121968,Wetherill Park BLAXLAND PPVC,41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,42,3.11
NSW,107,Blaxland,121968,Wetherill Park BLAXLAND PPVC,41578,SAKR,Omar,4,N,N,GRN,The Greens,38,1.66
NSW,107,Blaxland,121968,Wetherill Park BLAXLAND PPVC,41850,LUO,Mike,5,N,N,LTP,Libertarian,13,2.32
NSW,107,Blaxland,121968,Wetherill Park BLAXLAND PPVC,41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,33,5.88
NSW,107,Blaxland,121968,Wetherill Park BLAXLAND PPVC,41982,OUF,Ahmed,7,N,N,IND,Independent,32,5.7
NSW,107,Blaxland,121968,Wetherill Park BLAXLAND PPVC,999,Informal,Informal,999,N,N,NA,Informal,54,-0.49
NSW,107,Blaxland,97619,Wynyard BLAXLAND PPVC,41478,NGUYEN,Courtney,1,N,N,LP,Liberal,29,-7.2
NSW,107,Blaxland,97619,Wynyard BLAXLAND PPVC,41316,CLARE,Jason,2,N,Y,ALP,Labor,102,7.83
NSW,107,Blaxland,97619,Wynyard BLAXLAND PPVC,41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,3,-2.12
NSW,107,Blaxland,97619,Wynyard BLAXLAND PPVC,41578,SAKR,Omar,4,N,N,GRN,The Greens,24,-0.08
NSW,107,Blaxland,97619,Wynyard BLAXLAND PPVC,41850,LUO,Mike,5,N,N,LTP,Libertarian,3,1.74
NSW,107,Blaxland,97619,Wynyard BLAXLAND PPVC,41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,3,1.74
NSW,107,Blaxland,97619,Wynyard BLAXLAND PPVC,41982,OUF,Ahmed,7,N,N,IND,Independent,8,4.65
NSW,107,Blaxland,97619,Wynyard BLAXLAND PPVC,999,Informal,Informal,999,N,N,NA,Informal,9,0.03
NSW,107,Blaxland,2362,Yennora (Blaxland),41478,NGUYEN,Courtney,1,N,N,LP,Liberal,95,-2.57
NSW,107,Blaxland,2362,Yennora (Blaxland),41316,CLARE,Jason,2,N,Y,ALP,Labor,241,-16.85
NSW,107,Blaxland,2362,Yennora (Blaxland),41888,KLIEVENS,Mitchell,3,N,N,ON,Pauline Hanson's One Nation,13,-3.56
NSW,107,Blaxland,2362,Yennora (Blaxland),41578,SAKR,Omar,4,N,N,GRN,The Greens,31,-1.95
NSW,107,Blaxland,2362,Yennora (Blaxland),41850,LUO,Mike,5,N,N,LTP,Libertarian,4,0.61
NSW,107,Blaxland,2362,Yennora (Blaxland),41786,DI GIROLAMO,Jennifer,6,N,N,FFP,Family First,12,1.83
NSW,107,Blaxland,2362,Yennora (Blaxland),41982,OUF,Ahmed,7,N,N,IND,Independent,260,39.63
NSW,107,Blaxland,2362,Yennora (Blaxland),999,Informal,Informal,999,N,N,NA,Informal,82,-9.9
NSW,108,Bradfield,2008,Artarmon,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,16,1.45
NSW,108,Bradfield,2008,Artarmon,41511,SINGH,Harjit,2,N,N,GRN,The Greens,114,2.26
NSW,108,Bradfield,2008,Artarmon,41989,YIN,Andy,3,N,N,IND,Independent,20,1.82
NSW,108,Bradfield,2008,Artarmon,41324,McCALLUM,Louise,4,N,N,ALP,Labor,236,3.04
NSW,108,Bradfield,2008,Artarmon,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,12,0.14
NSW,108,Bradfield,2008,Artarmon,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,335,-5.76
NSW,108,Bradfield,2008,Artarmon,36047,BOELE,Nicolette,7,N,N,IND,Independent,360,32.7
NSW,108,Bradfield,2008,Artarmon,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,8,0.73
NSW,108,Bradfield,2008,Artarmon,999,Informal,Informal,999,N,N,NA,Informal,59,1.32
NSW,108,Bradfield,2009,Artarmon Central,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,29,1.78
NSW,108,Bradfield,2009,Artarmon Central,41511,SINGH,Harjit,2,N,N,GRN,The Greens,256,5.02
NSW,108,Bradfield,2009,Artarmon Central,41989,YIN,Andy,3,N,N,IND,Independent,81,4.96
NSW,108,Bradfield,2009,Artarmon Central,41324,McCALLUM,Louise,4,N,N,ALP,Labor,441,-1.27
NSW,108,Bradfield,2009,Artarmon Central,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,34,0.84
NSW,108,Bradfield,2009,Artarmon Central,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,359,-8.32
NSW,108,Bradfield,2009,Artarmon Central,36047,BOELE,Nicolette,7,N,N,IND,Independent,417,25.55
NSW,108,Bradfield,2009,Artarmon Central,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,15,0.92
NSW,108,Bradfield,2009,Artarmon Central,999,Informal,Informal,999,N,N,NA,Informal,125,0.4
NSW,108,Bradfield,121997,Cammeray (Bradfield),42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,6,1.79
NSW,108,Bradfield,121997,Cammeray (Bradfield),41511,SINGH,Harjit,2,N,N,GRN,The Greens,41,4.26
NSW,108,Bradfield,121997,Cammeray (Bradfield),41989,YIN,Andy,3,N,N,IND,Independent,5,1.49
NSW,108,Bradfield,121997,Cammeray (Bradfield),41324,McCALLUM,Louise,4,N,N,ALP,Labor,70,1.22
NSW,108,Bradfield,121997,Cammeray (Bradfield),41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,3,0.2
NSW,108,Bradfield,121997,Cammeray (Bradfield),41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,85,-11.79
NSW,108,Bradfield,121997,Cammeray (Bradfield),36047,BOELE,Nicolette,7,N,N,IND,Independent,118,35.12
NSW,108,Bradfield,121997,Cammeray (Bradfield),41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,8,2.38
NSW,108,Bradfield,121997,Cammeray (Bradfield),999,Informal,Informal,999,N,N,NA,Informal,19,-0.51
NSW,108,Bradfield,2011,Castle Cove,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,13,0.82
NSW,108,Bradfield,2011,Castle Cove,41511,SINGH,Harjit,2,N,N,GRN,The Greens,93,-2.29
NSW,108,Bradfield,2011,Castle Cove,41989,YIN,Andy,3,N,N,IND,Independent,61,3.86
NSW,108,Bradfield,2011,Castle Cove,41324,McCALLUM,Louise,4,N,N,ALP,Labor,279,3.29
NSW,108,Bradfield,2011,Castle Cove,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,16,-1.17
NSW,108,Bradfield,2011,Castle Cove,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,678,-5.42
NSW,108,Bradfield,2011,Castle Cove,36047,BOELE,Nicolette,7,N,N,IND,Independent,427,6.29
NSW,108,Bradfield,2011,Castle Cove,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,13,0.82
NSW,108,Bradfield,2011,Castle Cove,999,Informal,Informal,999,N,N,NA,Informal,94,0.99
NSW,108,Bradfield,2012,Castlecrag,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,14,1.55
NSW,108,Bradfield,2012,Castlecrag,41511,SINGH,Harjit,2,N,N,GRN,The Greens,51,-0.22
NSW,108,Bradfield,2012,Castlecrag,41989,YIN,Andy,3,N,N,IND,Independent,25,2.76
NSW,108,Bradfield,2012,Castlecrag,41324,McCALLUM,Louise,4,N,N,ALP,Labor,160,2.77
NSW,108,Bradfield,2012,Castlecrag,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,4,-0.35
NSW,108,Bradfield,2012,Castlecrag,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,321,-3.99
NSW,108,Bradfield,2012,Castlecrag,36047,BOELE,Nicolette,7,N,N,IND,Independent,318,35.1
NSW,108,Bradfield,2012,Castlecrag,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,13,1.43
NSW,108,Bradfield,2012,Castlecrag,999,Informal,Informal,999,N,N,NA,Informal,53,1.6
NSW,108,Bradfield,79987,Chatswood (Bradfield),42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,18,1.65
NSW,108,Bradfield,79987,Chatswood (Bradfield),41511,SINGH,Harjit,2,N,N,GRN,The Greens,94,-5.98
NSW,108,Bradfield,79987,Chatswood (Bradfield),41989,YIN,Andy,3,N,N,IND,Independent,83,7.59
NSW,108,Bradfield,79987,Chatswood (Bradfield),41324,McCALLUM,Louise,4,N,N,ALP,Labor,329,0.17
NSW,108,Bradfield,79987,Chatswood (Bradfield),41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,15,-0.12
NSW,108,Bradfield,79987,Chatswood (Bradfield),41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,275,-8.68
NSW,108,Bradfield,79987,Chatswood (Bradfield),36047,BOELE,Nicolette,7,N,N,IND,Independent,266,16.08
NSW,108,Bradfield,79987,Chatswood (Bradfield),41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,13,1.19
NSW,108,Bradfield,79987,Chatswood (Bradfield),999,Informal,Informal,999,N,N,NA,Informal,74,-1.82
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,70,1.83
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,41511,SINGH,Harjit,2,N,N,GRN,The Greens,232,-3.46
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,41989,YIN,Andy,3,N,N,IND,Independent,359,9.37
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,41324,McCALLUM,Louise,4,N,N,ALP,Labor,1026,1.29
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,48,0.03
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,1119,-8.33
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,36047,BOELE,Nicolette,7,N,N,IND,Independent,924,12.3
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,54,1.41
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,999,Informal,Informal,999,N,N,NA,Informal,304,3.48
NSW,108,Bradfield,33766,Chatswood East,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,4,0.61
NSW,108,Bradfield,33766,Chatswood East,41511,SINGH,Harjit,2,N,N,GRN,The Greens,56,-0.09
NSW,108,Bradfield,33766,Chatswood East,41989,YIN,Andy,3,N,N,IND,Independent,43,6.53
NSW,108,Bradfield,33766,Chatswood East,41324,McCALLUM,Louise,4,N,N,ALP,Labor,203,8.5
NSW,108,Bradfield,33766,Chatswood East,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,8,-0.12
NSW,108,Bradfield,33766,Chatswood East,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,198,-7.25
NSW,108,Bradfield,33766,Chatswood East,36047,BOELE,Nicolette,7,N,N,IND,Independent,135,20.49
NSW,108,Bradfield,33766,Chatswood East,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,12,1.82
NSW,108,Bradfield,33766,Chatswood East,999,Informal,Informal,999,N,N,NA,Informal,64,3.12
NSW,108,Bradfield,56721,Chatswood West (Bradfield),42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,14,1.9
NSW,108,Bradfield,56721,Chatswood West (Bradfield),41511,SINGH,Harjit,2,N,N,GRN,The Greens,62,-5.69
NSW,108,Bradfield,56721,Chatswood West (Bradfield),41989,YIN,Andy,3,N,N,IND,Independent,82,11.16
NSW,108,Bradfield,56721,Chatswood West (Bradfield),41324,McCALLUM,Louise,4,N,N,ALP,Labor,254,6.32
NSW,108,Bradfield,56721,Chatswood West (Bradfield),41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,3,-1.1
NSW,108,Bradfield,56721,Chatswood West (Bradfield),41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,191,-5.93
NSW,108,Bradfield,56721,Chatswood West (Bradfield),36047,BOELE,Nicolette,7,N,N,IND,Independent,125,3.22
NSW,108,Bradfield,56721,Chatswood West (Bradfield),41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,4,0.54
NSW,108,Bradfield,56721,Chatswood West (Bradfield),999,Informal,Informal,999,N,N,NA,Informal,68,1.9
NSW,108,Bradfield,97898,Crows Nest BRADFIELD PPVC,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,19,1.52
NSW,108,Bradfield,97898,Crows Nest BRADFIELD PPVC,41511,SINGH,Harjit,2,N,N,GRN,The Greens,107,0.87
NSW,108,Bradfield,97898,Crows Nest BRADFIELD PPVC,41989,YIN,Andy,3,N,N,IND,Independent,32,2.56
NSW,108,Bradfield,97898,Crows Nest BRADFIELD PPVC,41324,McCALLUM,Louise,4,N,N,ALP,Labor,287,1.33
NSW,108,Bradfield,97898,Crows Nest BRADFIELD PPVC,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,26,1.2
NSW,108,Bradfield,97898,Crows Nest BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,431,-1.57
NSW,108,Bradfield,97898,Crows Nest BRADFIELD PPVC,36047,BOELE,Nicolette,7,N,N,IND,Independent,336,26.86
NSW,108,Bradfield,97898,Crows Nest BRADFIELD PPVC,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,13,1.04
NSW,108,Bradfield,97898,Crows Nest BRADFIELD PPVC,999,Informal,Informal,999,N,N,NA,Informal,62,0.93
NSW,108,Bradfield,65455,EAV Bradfield PPVC,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,1,5.56
NSW,108,Bradfield,65455,EAV Bradfield PPVC,41511,SINGH,Harjit,2,N,N,GRN,The Greens,3,4.21
NSW,108,Bradfield,65455,EAV Bradfield PPVC,41989,YIN,Andy,3,N,N,IND,Independent,0,0
NSW,108,Bradfield,65455,EAV Bradfield PPVC,41324,McCALLUM,Louise,4,N,N,ALP,Labor,5,-0.38
NSW,108,Bradfield,65455,EAV Bradfield PPVC,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,0,-0.01
NSW,108,Bradfield,65455,EAV Bradfield PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,4,-25.88
NSW,108,Bradfield,65455,EAV Bradfield PPVC,36047,BOELE,Nicolette,7,N,N,IND,Independent,5,23.16
NSW,108,Bradfield,65455,EAV Bradfield PPVC,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,0,0
NSW,108,Bradfield,65455,EAV Bradfield PPVC,999,Informal,Informal,999,N,N,NA,Informal,0,-1.62
NSW,108,Bradfield,194,Gordon,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,29,1.58
NSW,108,Bradfield,194,Gordon,41511,SINGH,Harjit,2,N,N,GRN,The Greens,168,-0.71
NSW,108,Bradfield,194,Gordon,41989,YIN,Andy,3,N,N,IND,Independent,151,8.2
NSW,108,Bradfield,194,Gordon,41324,McCALLUM,Louise,4,N,N,ALP,Labor,438,1.86
NSW,108,Bradfield,194,Gordon,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,28,0.21
NSW,108,Bradfield,194,Gordon,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,532,-10.26
NSW,108,Bradfield,194,Gordon,36047,BOELE,Nicolette,7,N,N,IND,Independent,470,4.07
NSW,108,Bradfield,194,Gordon,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,25,1.36
NSW,108,Bradfield,194,Gordon,999,Informal,Informal,999,N,N,NA,Informal,161,3.68
NSW,108,Bradfield,195,Gordon East,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,23,1.75
NSW,108,Bradfield,195,Gordon East,41511,SINGH,Harjit,2,N,N,GRN,The Greens,103,-0.68
NSW,108,Bradfield,195,Gordon East,41989,YIN,Andy,3,N,N,IND,Independent,48,3.66
NSW,108,Bradfield,195,Gordon East,41324,McCALLUM,Louise,4,N,N,ALP,Labor,221,1.7
NSW,108,Bradfield,195,Gordon East,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,27,1.06
NSW,108,Bradfield,195,Gordon East,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,443,-5.08
NSW,108,Bradfield,195,Gordon East,36047,BOELE,Nicolette,7,N,N,IND,Independent,435,3.24
NSW,108,Bradfield,195,Gordon East,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,11,0.84
NSW,108,Bradfield,195,Gordon East,999,Informal,Informal,999,N,N,NA,Informal,57,1.78
NSW,108,Bradfield,33948,Gordon PPVC,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,54,0.75
NSW,108,Bradfield,33948,Gordon PPVC,41511,SINGH,Harjit,2,N,N,GRN,The Greens,345,-2.19
NSW,108,Bradfield,33948,Gordon PPVC,41989,YIN,Andy,3,N,N,IND,Independent,364,5.08
NSW,108,Bradfield,33948,Gordon PPVC,41324,McCALLUM,Louise,4,N,N,ALP,Labor,1310,2.55
NSW,108,Bradfield,33948,Gordon PPVC,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,101,0.3
NSW,108,Bradfield,33948,Gordon PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,2772,-5.65
NSW,108,Bradfield,33948,Gordon PPVC,36047,BOELE,Nicolette,7,N,N,IND,Independent,2170,5.2
NSW,108,Bradfield,33948,Gordon PPVC,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,54,0.75
NSW,108,Bradfield,33948,Gordon PPVC,999,Informal,Informal,999,N,N,NA,Informal,405,2.2
NSW,108,Bradfield,196,Gordon West,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,12,0.91
NSW,108,Bradfield,196,Gordon West,41511,SINGH,Harjit,2,N,N,GRN,The Greens,74,-2.91
NSW,108,Bradfield,196,Gordon West,41989,YIN,Andy,3,N,N,IND,Independent,44,3.33
NSW,108,Bradfield,196,Gordon West,41324,McCALLUM,Louise,4,N,N,ALP,Labor,271,3.06
NSW,108,Bradfield,196,Gordon West,41891,MANTON,John,5,N,N,ON,Pauline Hanson's One Nation,14,-0.74
NSW,108,Bradfield,196,Gordon West,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,450,-5.11
NSW,108,Bradfield,196,Gordon West,36047,BOELE,Nicolette,7,N,N,IND,Independent,444,6.52
NSW,108,Bradfield,196,Gordon West,41790,MULLIGAN,Rosemary,8,N,N,CYA,Trumpet of Patriots,11,0.83
NSW,108,Bradfield,196,Gordon West,999,Informal,Informal,999,N,N,NA,Informal,83,2.27
NSW,108,Bradfield,98115,Haymarket BRADFIELD PPVC,42097,GUNNING,Samuel Joseph,1,N,N,LTP,Libertarian,4,1.17
